ClinicID,State,Name,Street.Address,City,Latitude,Longitude,Full_Address,County,FIPS,County_RUC,County_Population,County_Land
C404,Idaho,Raise The Bottom Training & Counseling Services,1603 12th Avenue Road,Nampa,43.5532505,-116.5739795,"Vic's Family Pharmacy, 1603-A, 12th Avenue Road, Nampa, Canyon County, Idaho, 83686, United States of America",canyon,16027,2,207027,587.049
C405,Illinois,Wellspring Resources,2615 Edwards St.,Alton,38.90110014,-90.14776429,"2615, Edwards Street, Milton, Alton, Illinois, 62002, United States of America",madison,17119,1,266153,715.509
C406,Illinois,"Family Guidance Center, Inc.",751 Aurora Ave.,Aurora,41.77286356,-88.30582806,"751, Aurora Avenue, Aurora, Kane County, Illinois, 60505, United States of America",kane,17089,1,529402,519.359
C407,Illinois,"Great Heights Family Medicine, Ltc.",1473 Ring Road,Calumet City,41.59984191,-87.56371125,"1473, Ring Road, River Oaks West Mall, Calumet City, Cook County, Illinois, 60409, United States of America",cook,17031,1,5238541,944.934
C408,Illinois,Champaign Treatment Center,106 S. Country Fair Drive,Champaign,40.1153592,-88.2816865,"South Country Fair Drive, Kenwood, Champaign, Champaign County, Illinois, 61821, United States of America",champaign,17019,3,207946,996.114
C409,Illinois,"Human Resources Development Institute, Inc.",33 East 114th St.,Chicago,41.68698417,-87.62269976,"33, East 114th Street, Roseland, Chicago, Cook County, Illinois, 60628, United States of America",cook,17031,1,5238541,944.934
C410,Illinois,"Hardin House / Drexel Counseling Services, Inc.",936 East 93rd Street,Chicago,41.72592575,-87.60109857,"936, East 93rd Street, Burnside, Chicago, Cook County, Illinois, 60619, United States of America",cook,17031,1,5238541,944.934
C411,Illinois,South Shore Hospital,8012 South Crandon Ave.,Chicago,41.74862595,-87.56894108,"South Shore Hospital, 8012, South Crandon Avenue, South Shore, Chicago, Cook County, Illinois, 60617, United States of America",cook,17031,1,5238541,944.934
C412,Illinois,"Human Resources Development Institute, Inc. (BRASS II)",8000 South Racine,Chicago,41.74866,-87.653968,,cook,17031,1,5238541,944.934
C413,Illinois,"Nuway Community Services, Inc.",110 East 79th street,Chicago,41.75124915,-87.62078455,"110, East 79th Street, Chatham, Greater Grand Crossing, Chicago, Cook County, Illinois, 60619, United States of America",cook,17031,1,5238541,944.934
C414,Illinois,IJEGBA Community Inc.,1950 E. 75th St.,Chicago,41.75911765,-87.57656415,"1950, East 75th Street, South Shore, Chicago, Cook County, Illinois, 60649, United States of America",cook,17031,1,5238541,944.934
C415,Illinois,"Renewed Hope Community Services, Inc.",626-628 East 71st Street ,Chicago,41.76598765,-87.60930402,"626-628, East 71st Street, Brookline, Greater Grand Crossing, Chicago, Cook County, Illinois, 60619, United States of America",cook,17031,1,5238541,944.934
C416,Illinois,"Eva Mae Recovery Hope, Inc.",6614 S. Halsted Street,Chicago,41.7737841,-87.64500582,"6614, South Halsted Street, Englewood, Chicago, Cook County, Illinois, 60621, United States of America",cook,17031,1,5238541,944.934
C417,Illinois,Southwood Interventions,5701 South Wood St.,Chicago,41.79005305,-87.66861374,"5701, South Wood Street, West Englewood, Chicago, Cook County, Illinois, 60636, United States of America",cook,17031,1,5238541,944.934
C418,Illinois,"Human Resources Development Institute, Inc. (BRASS I)",340 East 51st St.,Chicago,41.8023604,-87.61761923,"340-344, East 51st Street, Washington Park, Chicago, Cook County, Illinois, 90615, United States of America",cook,17031,1,5238541,944.934
C419,Illinois,"Chicago Treatment and Counseling Center, Inc.",3520 S. Ashland Ave.,Chicago,41.82977455,-87.66586393,"3520, South Ashland Avenue, McKinley Park, Chicago, Cook County, Illinois, 60620, United States of America",cook,17031,1,5238541,944.934
C420,Illinois,Substance Abuse Treatment and Intervention,4100 West Ogden Avenue,Chicago,41.8506695,-87.72663704,"4100, West Ogden Avenue, North Lawndale, Chicago, Cook County, Illinois, 60402, United States of America",cook,17031,1,5238541,944.934
C421,Illinois,"Pilsen-Little Village Community Mental Health Center, Inc.  Substance Abuse Division",3113 West Cermak Rd.,Chicago,41.85159535,-87.70346833,"3113, West Cermak Road, South Lawndale, Chicago, Cook County, Illinois, 60623, United States of America",cook,17031,1,5238541,944.934
C422,Illinois,New Age Services Corporation,1330 South Kostner Avenue,Chicago,41.8633103,-87.73522627,"1324-1330, South Kostner Avenue, North Lawndale, Chicago, Cook County, Illinois, 60623, United States of America",cook,17031,1,5238541,944.934
C423,Illinois,Jesse Brown Opioid Addiction Treatment Program VA,820 South Damen Ave.,Chicago,41.8697527,-87.6778583,"Chicago VA Transportation Service, 820, South Damen Avenue, Near West Side, Illinois Medical District, Cook County, Illinois, 60612, United States of America",cook,17031,1,5238541,944.934
C424,Illinois,FOLA Community Action Services,8014 S. Ashland Avenue,Chicago,41.8792079,-87.6666714,"South Ashland Avenue, Near West Side, Illinois Medical District, Chicago, Cook County, Illinois, 60620, United States of America",cook,17031,1,5238541,944.934
C425,Illinois,Garfield Counseling Center,4132 West Madison St.,Chicago,41.8810262,-87.72954147,"4132, West Madison Street, West Garfield Park, Chicago, Cook County, Illinois, 60644, United States of America",cook,17031,1,5238541,944.934
C426,Illinois,Caritas Central Intake Unit,140 North Ashland Ave.,Chicago,41.88474325,-87.66725035,"140, North Ashland Avenue, Near West Side, Chicago, Cook County, Illinois, 60607, United States of America",cook,17031,1,5238541,944.934
C427,Illinois,Center for Addictive Problems,609 North Wells St.,Chicago,41.89270625,-87.63378915,"607-609, North Wells Street, Near North Side, Chicago, Cook County, Illinois, 60654, United States of America",cook,17031,1,5238541,944.934
C428,Illinois,"Family Guidance Centers, Inc.",310 West Chicago Ave.,Chicago,41.8967887,-87.63639711,"310, West Chicago Avenue, Near North Side, Chicago, Cook County, Illinois, 60654, United States of America",cook,17031,1,5238541,944.934
C429,Illinois,Rincon Family Services,3809 W. Grand Avenue,Chicago,41.90411485,-87.72201516,"3807-3809, West Grand Avenue, Beat 2534, Humboldt Park, Chicago, Cook County, Illinois, 60651, United States of America",cook,17031,1,5238541,944.934
C430,Illinois,NEXA/HAS,210 N. Ashland Ave.,Chicago,41.9547154,-87.6691202,"North Ashland Avenue, Lake View, Chicago, Cook County, Illinois, 60613, United States of America",cook,17031,1,5238541,944.934
C431,Illinois,Chicago Treatment and Counseling Center II,4453 North Broadway,Chicago,41.963207,-87.65566121,"4453, North Broadway, Buena Park, Uptown, Chicago, Cook County, Illinois, 60640, United States of America",cook,17031,1,5238541,944.934
C432,Illinois,"Sundance Methadone Treatment Center, LLC",4545 North Broadway,Chicago,41.9774643,-87.6598909,"North Broadway, Edgewater, Chicago, Cook County, Illinois, 60640, United States of America",cook,17031,1,5238541,944.934
C433,Illinois,New Hope Community Services Center,2559 West 79th St.,Chicago,41.7497766,-87.68771968,"2559-2565, West 79th Street, Ashburn, Chicago, Cook County, Illinois, 60652, United States of America",cook,17031,1,5238541,944.934
C434,Illinois,Family Guidance Centers Inc,326 West 64th St.,Chicago,41.7785914,-87.63305633,"Saint Bernard Hospital, 326, West 64th Street, Englewood, Chicago, Cook County, Illinois, 60621, United States of America",cook,17031,1,5238541,944.934
C435,Illinois,Family Guidance Centers Inc,2630 South Wabash Avenue,Chicago,41.84455835,-87.62575157,"2630, South Wabash Avenue, Douglas, Chicago, Cook County, Illinois, 60616, United States of America",cook,17031,1,5238541,944.934
C436,Illinois,Symetria Recovery,3934 North Lincoln Avenue,Chicago,41.95327465,-87.67843813,"3934-3936, North Lincoln Avenue, North Center, Roscoe Village, Chicago, Cook County, Illinois, 60618-9997, United States of America",cook,17031,1,5238541,944.934
C437,Illinois,"Buena Vista Group, LLC",418 DIXIE HIGHWAY,Chicago Heights,41.523516,-87.652328,,cook,17031,1,5238541,944.934
C438,Illinois,Elite Houses of Sober Living,395 West Lincoln Highway,Chicago Heights,41.5064,-87.6575,,cook,17031,1,5238541,944.934
C439,Illinois,Serenity Treatment and Counseling Center Inc,19408 North Creek Drive,Chicago Heights,41.5532,-87.7975,,cook,17031,1,5238541,944.934
C440,Illinois,"Chicago Treatment and Counseling Center, Inc. III",1849 South Cicero Ave.,Cicero,41.85552864,-87.74429835,"1849, South Cicero Avenue, Clyde, Cicero, Cook County, Illinois, 60804, United States of America",cook,17031,1,5238541,944.934
C441,Illinois,"Chicago Treatment and Counseling Center, Inc. IV",5635 West Roosevelt Rd.,Cicero,41.86549304,-87.76577189,"5635, West Roosevelt Road, Austin, Clyde, Cicero, Cook County, Illinois, 60804, United States of America",cook,17031,1,5238541,944.934
C442,Illinois,Heritage Behavioral Health Center,151 N. Main Street,Decatur,39.8888294,-88.9561757,"North Main Street, Longview Place, Decatur, Macon County, Illinois, 62526, United States of America",macon,17115,3,107587,580.575
C443,Illinois,"Family Guidance Centers, Inc.",484 Lee St.,Des Plaines,42.044676,-87.886033,"484, Lee Street, Riverview, Des Plaines, Cook County, Illinois, 60016, United States of America",cook,17031,1,5238541,944.934
C444,Illinois,Symetria Recovery,1460 Market St.,Des Plaines,42.04258037,-87.886282,"1460, Market Street, Metropolitan Square, Des Plaines, Cook County, Illinois, 60016, United States of America",cook,17031,1,5238541,944.934
C445,Illinois,CAP of Downers Grove,4954 S. Main St.,Downers Grove,41.79688,-88.01095,,du page,17043,1,931826,327.762
C446,Illinois,Peoria Treatment Center,731 E. Sabrina Drive,East Peoria,40.645245,-89.541995,,tazewell,17179,2,134695,646.464
C447,Illinois,New Age Services Corporation,386 North York St.,Elmhurst,41.9054679,-87.9398913,"North York Street, South Elmhurst, Elmhurst, DuPage County, Illinois, 60126, United States of America",du page,17043,1,931826,327.762
C448,Illinois,The Bobby Buonauro Clinic,1029 West Howard St.,Evanston,42.0197555,-87.686907,"1029, West Howard Street, South Evanston, Evanston, Cook County, Illinois, 60202, United States of America",cook,17031,1,5238541,944.934
C449,Illinois,"PEER Services, Inc.",906 Davis St.,Evanston,42.04679015,-87.68372092,"906, Davis Street, Downtown, Evanston, Cook County, Illinois, 60201, United States of America",cook,17031,1,5238541,944.934
C450,Illinois,Mathers Recovery LLC,81 East Grand Avenue,Fox Lake,42.3966292,-88.1760608,"81, Grand Avenue, Fox Lake, Illinois, 60020, United States of America",lake,17097,1,704476,443.903
C451,Illinois,"Family Guidance Centers, Inc- Harvey",15400 S. Page,Harvey,41.609984,-87.6599,,cook,17031,1,5238541,944.934
C452,Illinois,Symetria Recovery,1910 1st St.,Highland Park,42.18693842,-87.80058341,"1910, 1st Street, Downtown Highland Park, Highland Park, Illinois, 60035, United States of America",lake,17097,1,704476,443.903
C453,Illinois,"Edward Hines Jr., VA Hospital",5th Avenue and Roosevelt Road,Hines,41.864604,-87.838306,,cook,17031,1,5238541,944.934
C454,Illinois,Family Guidance Centers  Joliet,1611 W Jefferson St,Joliet,41.522834,-88.120101,"1611, West Jefferson Street, Idylside, Joliet, Will County, Illinois, 60435, United States of America",will,17197,1,687727,835.871
C455,Illinois,Symetria Recovery,229 North Hammes Avenue,Joliet,41.51767834,-88.13396304,"229, Hammes Avenue, Idylside, Joliet, Will County, Illinois, 60436, United States of America",will,17197,1,687727,835.871
C456,Illinois,Duane Dean Behavioral Health Center,700 East Court St.,Kankakee,41.119453,-87.856765,"700, East Court Street, Kankakee, Kankakee County, Illinois, 60901, United States of America",kankakee,17091,3,110801,676.494
C457,Illinois,"Specialized Assistance Services, NFP (Branden House)",333 West Evergreen St.,Manteno,41.2296,-87.8075,,kankakee,17091,3,110801,676.494
C458,Illinois,Centerstone of Illinous,202 South Bentley Street,Marion,37.72993945,-88.9388207,"202, South Bentley Street, Marion, Williamson County, Illinois, 62959, United States of America",williamson,17199,3,67477,420.214
C459,Illinois,Substance Abuse Operations,308 South 5th Ave.,Maywood,41.88512981,-87.83921729,"308, South 5th Avenue, Maywood, Cook County, Illinois, 60153, United States of America",cook,17031,1,5238541,944.934
C460,Illinois,Bloomington Normal Treatment Center,303 Landmark Drive,Normal,40.51584013,-88.95482474,"303, Landmark Drive, Normal, McLean County, Illinois, 61761, United States of America",mclean,17113,3,173231,1183.254
C461,Illinois,"Great Heights Family Medicine, Ltc.",315 East McKinley Road,Ottawa,41.32437429,-88.83667729,"315, East McKinley Road, Hitt, Ottawa, LaSalle County, Illinois, 61350, United States of America",la salle,17099,4,111151,1135.169
C462,Illinois,"Radius Foundation, Inc.",11952 S.Harlem Ave. ,Palos Heights,41.673869,-87.79737,,cook,17031,1,5238541,944.934
C463,Illinois,"Rose Medical Association, Inc/ Peoria",209 West Romeo B. Garrett Avenue,Peoria,40.69407325,-89.59613768,"Rose Medical Association, Inc., 209, West Romeo B Garrett Avenue, North Peoria, Peoria, Peoria County, Illinois, 61605, United States of America",peoria,17143,2,186145,618.717
C464,Illinois,Central Illinois Center for the Treatment of Addictions,3420 N. Rochelle,Peoria,40.730266,-89.6432,,peoria,17143,2,186145,618.717
C465,Illinois,Family Guidance Centers Inc,727 Broadway Street,Quincy,39.93556369,-91.40427606,"727, Broadway Street, Northridge, Quincy, Adams County, Illinois, 62301, United States of America",adams,17001,5,66787,855.14
C466,Illinois,"Center for Alcohol and Drug Services, Inc.  Rock Island Office",4230 11th St.,Rock Island,41.46952151,-90.58393872,"4230, 11th Street, Rock Island, Rock Island County, Illinois, 61201, United States of America",rock island,17161,2,146205,427.454
C467,Illinois,Remedies Renewing Lives,220 Easton Parkway,Rockford,42.26649094,-89.02020533,"220, Easton Parkway, Samuelson Corners, Rockford, Winnebago County, Illinois, 61107, United States of America",winnebago,17201,2,287512,513.159
C468,Illinois,Schaumburg Interventions & Counseling,1340 Remington Rd.,Schaumburg,42.05352512,-88.04643348,"1340, Remington Road, Schaumburg, Cook County, Illinois, 60173, United States of America",cook,17031,1,5238541,944.934
C469,Illinois,Behavior Services Center,8707 Skokie Boulevard,Skokie,42.0391111,-87.74660512,"Fairway Executive Building, 8707, Skokie Boulevard, Skokie, Niles Township, Cook County, Illinois, 60077, United States of America",cook,17031,1,5238541,944.934
C470,Illinois,"ICAN Community Services, Inc.",15475 South Park Avenue,South Holland,41.61400176,-87.60728627,"15475, South Park Avenue, Thornton Junction, South Holland, Cook County, Illinois, 60473, United States of America",cook,17031,1,5238541,944.934
C471,Illinois,Family Guidance Centers at Triangle Center,120 North 11th St.,Springfield,39.8023532,-89.64008531,"120, North 11th Street, South Town, East Springfield, Springfield, Sangamon County, Illinois, 62703, United States of America",sangamon,17167,3,198134,868.268
C472,Illinois,Springfield Treatment Center,1227 South 9th St.,Springfield,39.788405,-89.6442471,"1227, South 9th Street, South Town, Hawthorne Place, Springfield, Sangamon County, Illinois, 62703, United States of America",sangamon,17167,3,198134,868.268
C473,Illinois,"Pilsen-Little Village Community Mental Health, Inc.",1546 N. Mannheim Rd.,Stone Park,41.9011711,-87.8837522,"North Mannheim Road, Stone Park, Cook County, Illinois, 60131, United States of America",cook,17031,1,5238541,944.934
C474,Illinois,Symetria Recovery,28373 Davis Parkway,Warrenville,41.8005,-88.1764,,du page,17043,1,931826,327.762
C475,Illinois,"JEM Treatment, Inc",2424 Washington Street,Waukegan,42.35956784,-87.86305794,"2424, Washington Street, Spaulding Corners, Waukegan, Lake County, Illinois, 60085, United States of America",lake,17097,1,704476,443.903
C476,Illinois,Lake County Health Department Drug Abuse Program,3004 West Grand Ave.,Waukegan,42.378546,-87.88099,"West Grove Avenue, Spaulding Corners, Waukegan, Lake County, Illinois, 60085, United States of America",lake,17097,1,704476,443.903
C477,Illinois,"Stonybrook Center, Inc",1506 East Roosevelt Road,Wheaton,41.85901352,-88.08575332,"1506, East Roosevelt Road, Wheaton, DuPage County, Illinois, 60187, United States of America",du page,17043,1,931826,327.762
C478,Illinois,Southern Illinois Treatment Center,304 Wesley Drive,Wood River,38.88063696,-90.05969478,"304, Wesley Drive, Ivy Heights, Wood River, Madison, Illinois, 62024, United States of America",madison,17119,1,266153,715.509
C479,Indiana,Limestone Health,2100 Liberty Drive,Bloomington,39.1466,-86.579,,monroe,18105,3,144436,394.52
C480,Indiana,"Southern Indiana Treatment Center, LLC",7511 Charlestown Pike,Charlestown,38.383278,-85.690447,,clark,18019,1,114893,372.837
C481,Indiana,"Evansville Treatment Center, LLC",1510 West Franklin St.,Evansville,37.98030418,-87.58587283,"1510, West Franklin Street, Evansville, Vanderburgh County, Indiana, 47710, United States of America",vanderburgh,18163,2,181831,233.675
C482,Indiana,"Center for Behavioral Health Indiana, Inc.",3910 Lima Road,Fort Wayne,41.1136146,-85.1453343,"3910, Lima Road, Northcrest, Fort Wayne, Allen County, Indiana, 46805, United States of America",allen,18003,2,367747,657.325
C483,Indiana,Bowen Recovery Center,1415 Directors Row,Fort Wayne,41.11831865,-85.16264995,"1415, Directors Row, Northcrest, Fort Wayne, Allen County, Indiana, 46808, United States of America",allen,18003,2,367747,657.325
C484,Indiana,"Metro Treatment Center of Gary, LP",8000 Melton Road,Gary,41.5954727,-87.23982,"Ponderosa Steakhouse, 8000, Melton Road, Woodlake Village, Miller, Gary, Lake County, Indiana, 46403, United States of America",lake,18089,1,488694,498.79
C485,Indiana,New Life Center -Edgewater Systems for Balanced Living,1110 West 5th Ave.,Gary,41.6018732,-87.3793048,"West 5th Avenue, Waverly Park, Tolleston, Gary, Lake County, Indiana, 46402, United States of America",lake,18089,1,488694,498.79
C486,Indiana,Midtown Narcotics Treatment Program,832 North Meridian St.,Indianapolis,39.77836667,-86.15776333,"832, North Meridian Street, Old Northside Historic District, Woodruff Place, Indianapolis, Marion, Indiana, 46204, United States of America",marion,18097,1,939964,396.568
C487,Indiana,"Indianapolis Treatment Center, LLC",2626 East 46th St.,Indianapolis,39.84033242,-86.11955936,"2626, East 46th Street, Dawnbury, Indianapolis, Marion, Indiana, 46205, United States of America",marion,18097,1,939964,396.568
C488,Indiana,Limestone Health,4705 Meijer Court,Lafayette,40.41558235,-86.81772624,"Limestone Health, 4705, Meijer Court, Lafayette, Tippecanoe County, Indiana, 47905, United States of America",tippecanoe,18157,3,186081,498.908
C489,Indiana,"Premier Care of Indiana, INC",317 S. Norton Ave,Marion,39.7138211,-86.1344766,"Norton Avenue, University Heights, Rosedale Hills, Indianapolis, Marion, Indiana, 46227, United States of America",marion,18097,1,939964,396.568
C490,Indiana,Northwest Indiana Treatment Center,8500 Broadway,Merrillville,41.463134,-87.336089,"8500, Broadway, Chapel Manor, Merrillville, Lake County, Indiana, 46410, United States of America",lake,18089,1,488694,498.79
C491,Indiana,"Richmond Treatment Center, LLC",4265 South A. St.,Richmond,39.82710764,-84.8429037,"4265, South A Street, South Richmond, Richmond, Wayne County, Indiana, 47374, United States of America",wayne,18177,5,66972,401.754
C492,Indiana,"Victory Clinical Services II, LLC",4218 Western Ave,South Bend,41.6725433,-86.2358889,"Western Avenue, Maple Lane, South Bend, Saint Joseph County, Indiana, 46617, United States of America",st joseph,18141,2,268613,457.894
C493,Iowa,UCS Healthcare,1555 SE Delaware Avenue,Ankeny,41.71552535,-93.58127855,"1555, Southeast Delaware Avenue, Ankeny, Polk County, Iowa, 50021, United States of America",polk,19153,2,467235,572.212
C494,Iowa,"CRC Recovery, Inc.",5005 Bowling Street SW,Cedar Rapids,41.92946892,-91.6567661,"5005, Bowling Street Southwest, West Cedar Rapids, Cedar Rapids, Linn County, Iowa, 52404, United States of America",linn,19113,2,220008,717.078
C495,Iowa,"Center for Behavioral Health Iowa, Inc.",3811 North Harrison Street,Davenport,41.6066677,-90.5786571,"North Harrison Street, Davenport, Scott County, Iowa, 52806, United States of America",scott,19163,2,171493,458.084
C496,Iowa,"United Community Service, Inc",4908 Franklin Avenue,Des Moines,41.6107604,-93.68556205,"4908, Franklin Avenue, Franklin West Condominiums, Des Moines, Polk County, Iowa, 50310, United States of America",polk,19153,2,467235,572.212
C497,Iowa,"Center for Behavioral Health, Iowa Inc.",1200 University,Des Moines,41.61980315,-93.59880961,"Grand View University, York Street, Des Moines, Polk County, Iowa, 50316, United States of America",polk,19153,2,467235,572.212
C498,Iowa,Covert Action LLC,1223 Center Street,Des Moines,41.59157805,-93.63246843,"1223, Center Street, Oakridge Neighborhood, Des Moines, Polk County, Iowa, 50314, United States of America",polk,19153,2,467235,572.212
C499,Iowa,UCS Healthcare,813 North Lincoln Street,Knoxville,41.32500872,-93.10937566,"813, North Lincoln Street, Wheel Estates Mobile Home Park, Knoxville, Marion County, Iowa, 50138, United States of America",marion,19125,6,33127,554.488
C500,Iowa,Siouxland Treatment Center,2520 Glenn Avenue,Sioux City,42.46525442,-96.37544465,"2520, Glenn Avenue, Morningside, Sioux City, Woodbury County, Iowa, 51106, United States of America",woodbury,19193,3,102397,872.894
C501,Kansas,"Kansas City Treatment Services, LLC",1125 North 5th Street,Kansas City,39.1657862,-94.44544654,"1125, 5th Street, Birmingham, Clay County, Missouri, 64161, United States of America",clay,29047,1,236068,397.663
C502,Kansas,Kansas City Metro Methadone Program,3901 Rainbow Boulevard,Kansas City,39.05699635,-94.60953953,"University of Kansas Medical Center, 3901, Rainbow Boulevard, Grays Park, Kansas City, Wyandotte County, Kansas, 66160, United States of America",jackson,29095,1,688554,604.519
C503,Kansas,Center for Change  Lawrence,1910 Haskell Avenue  A,Lawrence,38.94965161,-95.22333608,"1910, Haskell Avenue, Haskell Square Shopping Center, Noria, Lawrence, Douglas County, Kansas, 66046, United States of America",douglas,20045,3,117806,455.766
C504,Kansas,"Topeka Treatment Center, LLC",3360 SW Harrison Street,Topeka,39.0060195,-95.68539151,"3360, Southwest Harrison Street, Highland Park, Topeka, Shawnee County, Kansas, 66611, United States of America",shawnee,20177,3,178392,544.023
C505,Kansas,"Addictive Behavioral Change Health Group, L.L.C",9918 East Harry,Wichita,37.6646494,-97.2301626,"East Harry, Forest Hills, Wichita, Sedgwick County, Kansas, 67207, United States of America",sedgwick,20173,2,510484,996.926
C506,Kansas,"Metro Treatment Center, Inc.",630 N. St. Francis,Wichita,37.696,-97.33133,,sedgwick,20173,2,510484,996.926
C507,Kansas,Wichita Treatment Center,939 N. Main Street,Wichita,37.69945132,-97.338259,"939, North Main Street, Wichita, Sedgwick County, Kansas, 67203, United States of America",sedgwick,20173,2,510484,996.926
C508,Kansas,Center for Change,933 North Topeka Street,Wichita,37.748392,-97.334182,"North Topeka Street, Riverview, Wichita, Sedgwick County, Kansas, 67204-4502, United States of America",sedgwick,20173,2,510484,996.926
C509,Kentucky,Ultimate Treatment Center,3655 WINCHESTER AVENUE,Ashland,38.46465931,-82.61683631,"3655, Winchester Avenue, Geigers Crossing, Ashland, Boyd County, Kentucky, 41101, United States of America",boyd,21019,2,48486,159.868
C510,Kentucky,Crossroads Treatment Center of Ashland,1220 Greenup Avenue,Ashland,38.4815677,-82.64239132,"1220, Greenup Avenue, Geigers Crossing, Ashland, Boyd County, Kentucky, 41101, United States of America",boyd,21019,2,48486,159.868
C511,Kentucky,Behavioral Health Group,1000 Ace Drive,Berea,37.5841,-84.2902,,madison,21151,4,88376,437.355
C512,Kentucky,"Center for Behavioral Health Kentucky, Inc.",1990 Louisville Road,Bowling Green,37.00856374,-86.41205524,"1990, Louisville Road, Delafield, Bowling Green, Warren County, Kentucky, 42101, United States of America",warren,21227,3,123824,541.72
C513,Kentucky,Carrollton Treatment Services,539 11th Street,Carrollton,38.67770863,-85.16894629,"539, 11th Street, Carrollton, Carroll County, Kentucky, 41008, United States of America",carroll,21041,6,10695,128.57
C514,Kentucky,"BHG XXXIV, LLC",967 South Hwy. 25 West,Corbin,36.9561,-84.09464,,whitley,21235,7,36027,437.831
C515,Kentucky,"NKY Med Clinic, LLC",1717 Madison Avenue,Covington,39.0700998,-84.5067526,"1717, Madison Avenue, Eastside, Covington, Kenton County, Kentucky, 41011, United States of America",kenton,21117,1,163987,160.291
C516,Kentucky,Covington Treatment Center,1450 Madison Avenue,Covington,39.073976,-84.507537,"1450, Madison Avenue, Wallace Woods, East Side, Covington, Kenton County, Kentucky, 41011, United States of America",kenton,21117,1,163987,160.291
C517,Kentucky,"E-Town Addiction Solutions, LCC",2645 Leitchfield Road,Elizabethtown,37.67612782,-85.90037238,"2645, Leitchfield Road, Elizabethtown, Hardin County, Kentucky, 42701, United States of America",hardin,21093,3,107699,623.396
C518,Kentucky,"Center for Behavioral Health Kentucky, Inc.",2225 Lawrenceburg Road,Frankfort,38.14844487,-84.89503662,"2225, Lawrenceburg Road, Evergreen, Franklin County, Kentucky, 40601, United States of America",franklin,21073,4,49969,207.841
C519,Kentucky,Simpson Treatment,2714 Nashville Road,Franklin,36.6846,-86.567,,simpson,21213,6,17881,234.206
C520,Kentucky,"BHG XXVI, LLC",48 Independence Drive,Hazard,37.2844,-83.2263,,perry,21193,7,27329,339.7
C521,Kentucky,"Western KY Medical, LLC",609 Hammond Plaza,Hopkinsville,36.844,-87.476,,christian,21047,2,72438,717.51
C522,Kentucky,Cross Roads Treatment Centers,1974 Walton Nicholson Pike,Independence,38.9067,-84.5493,,kenton,21117,1,163987,160.291
C523,Kentucky,New Vista,201 Mechanic Street,Lexington,38.049785,-84.49439,"201, Mechanic Street, Central Business District, Lexington, Fayette County, Kentucky, 40507, United States of America",fayette,21067,2,315109,283.639
C524,Kentucky,Behavioral Health Group,455 Park Place,Lexington,38.06990425,-84.4821882,"455, Park Place, Brucetown, Northland, Fayette County, Kentucky, 40511, United States of America",fayette,21067,2,315109,283.639
C525,Kentucky,Methadone Opiate Rehabilitation and Education Center,1448 South 15th St.,Louisville,38.2291484,-85.78033931,"1448, South 15th Street, Oakdale, Louisville, Jefferson County, Kentucky, 40210, United States of America",jefferson,21111,1,764378,380.713
C526,Kentucky,"Center for Behavioral Health Kentucky, Inc.",1402-A Browns Lane,Louisville,38.23584466,-85.62978276,"1402, Browns Lane, Parkside, St. Matthews, Jefferson County, Kentucky, 40207, United States of America",jefferson,21111,1,764378,380.713
C527,Kentucky,Maysville Medical,152 East 2nd Street,Maysville,38.64600332,-83.76032183,"152, East 2nd Street, Maysville, Mason County, Kentucky, 41056, United States of America",mason,21161,6,17167,240.127
C528,Kentucky,Daviess Treatment Services,3032 Highway 144,Owensboro,37.7836,-87.0739,,daviess,21059,3,99258,458.39
C529,Kentucky,Behavioral Health Group,2705 Olivet Church Road,Paducah,37.091467,-88.6915616,"Olivet Church Road, Futrell, Paducah, McCracken County, Kentucky, 42001, United States of America",mccracken,21145,5,65285,248.724
C530,Kentucky,"BHG XXIV, LLC",628 Jefferson Ave.,Paintsville,37.81010749,-82.80026272,"628, Jefferson Avenue, Paintsville, Johnson County, Kentucky, 41240, United States of America",johnson,21115,7,23064,261.966
C531,Kentucky,"BHG XXV, LLC",368 South Mayo Trail,Pikeville,37.46664779,-82.53160253,"368, South Mayo Trail, Titan Siding, Pikeville, Pike County, Kentucky, 41501, United States of America",pike,21195,7,61586,786.73
C532,Kentucky,"Center for Behavioral Health Kentucky, Inc.",1018 Ival James Boulevard,Richmond,37.758896,-84.27076,"Ival James Boulevard, Richmond, Madison County, Kentucky, 40475, United States of America",madison,21151,4,88376,437.355
C533,Kentucky,CRC Health Treatment Clinics LLC,213 Midland Boulevard,Shelbyville,38.2171295,-85.2515103,"Midland Boulevard, Shelbyville, Shelby County, Kentucky, 40065, United States of America",shelby,21211,1,45831,379.773
C534,Kentucky,Crossroads Treatment Center of Somerset,607 Clifty Street,Somerset,37.09959612,-84.62034541,"607, Clifty Street, Somerset, Pulaski County, Kentucky, 42503, United States of America",pulaski,21199,5,63974,658.41
C535,Louisiana,"Choices of Louisiana, Inc. at Alexandria",2116 N Bolton Ave,Alexandria,31.32386506,-92.47786056,"2116, North Bolton Avenue, Sieps, Alexandria, Rapides Parish, Louisiana, 71303, United States of America",rapides,22079,3,132080,1320.345
C536,Louisiana,"Baton Rouge Treatment Center, Inc.",11445 Reiger Rd.,Baton Rouge,30.3839158,-91.0645032,"Reiger Road, Audubon Terrace, East Baton Rouge Parish, Louisiana, 70809, United States of America",east baton rouge,22033,2,446167,455.396
